epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.2409743471198199,0.016094814991652058,315.0097432920011,0.9976118106817194,0.9953443268526503,0.9967982924226254,0.9915074309978769,0.9941458222458754,0.9926513136270849,934.0,3.0,3661.0,8.0,0.0008187772925764192,0.008492569002123142,0.9947040725723074,0.995266968913118
2,0.018384867739400897,0.013202067855236015,321.7453802920063,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9989104649871865,0.9994715322782521
3,0.017730143041880156,0.012933202671118426,325.63295237498824,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9990102723091612,0.9995309269509267
4,0.014575775176451188,0.012497457861455495,328.8174666670384,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.999031769755461,0.9995416469650191
5,0.014223018966753735,0.006369892939433045,330.66674929100554,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9991146482437293,0.9996077054302376
6,0.006957814755462838,0.0042484633373221945,331.629278916982,0.9993486756404689,0.9988019659926386,0.9989373007438895,0.9978768577494692,0.9984067976633032,0.9979976873606986,940.0,1.0,3663.0,2.0,0.0002729257641921397,0.0021231422505307855,0.9998575619678848,0.9999605967049574
7,0.003412723244425975,0.0038672180385095293,332.0997169999755,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9998879290337555,0.9999695783383862
8,0.0025203915288216977,0.003469835912611229,330.9364184580045,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.999981181742305,0.9999950745881198
9,0.0002729427591293182,0.003748119399415827,331.21208037500037,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999609237622602,0.9999895697160182
10,0.00020085504481772353,0.0034269348313287163,330.55549779202556,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999619703281635,0.9999898594461287
