epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.25536568547213745,0.014543308009330022,315.2569946250296,0.9980460269214069,0.9956172526168423,0.9989304812834224,0.9915074309978769,0.9952051145444859,0.9939890446102811,934.0,1.0,3663.0,8.0,0.0002729257641921397,0.008492569002123142,0.9966149880671205,0.99826364744713
2,0.01974954902557801,0.019749107536173552,320.7716200419818,0.9971775944420321,0.995071401088458,0.9946751863684771,0.9915074309978769,0.9930887825624668,0.9913174875348729,934.0,5.0,3659.0,8.0,0.0013646288209606986,0.008492569002123142,0.9990556996382762,0.9996195843647725
3,0.016361207080535775,0.012908441497638168,321.783496249991,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9990672580224277,0.9995798913396192
4,0.015738569713395507,0.013278220372361059,325.180708666041,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9990303889316238,0.9995494696780056
5,0.01562951240897377,0.010638201821965856,324.04774700000416,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9990298097663654,0.9995407777746873
6,0.013501535523521882,0.0075151767882773645,322.70836712495657,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9991167826954359,0.9996082848904588
7,0.008504322882048339,0.004471338154102869,325.0692111249664,0.9993486756404689,0.9988019659926386,0.9989373007438895,0.9978768577494692,0.9984067976633032,0.9979976873606986,940.0,1.0,3663.0,2.0,0.0002729257641921397,0.0021231422505307855,0.9986529773799234,0.9990520030780927
8,0.004845197465123037,0.00384782908182408,323.4981595840072,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9990622966348329,0.9995677226749738
9,0.004097713394745037,0.0038353374962339275,324.12944137497107,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9991683900261079,0.9996485573758332
10,0.004510941055451307,0.0038269182102221113,323.7645305839833,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9992217559457792,0.9996815866084425
