epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.5947384745820985,0.26257747988881003,27.203266666969284,0.9424663482414243,0.9090264836499504,0.8643702906350915,0.8524416135881104,0.8583645109567076,0.8222993297086518,803.0,126.0,3538.0,139.0,0.034388646288209604,0.1475583864118896,0.9005095747271643,0.946135695676763
2,0.1689579458121875,0.025762461469586755,26.04109412501566,0.9978289188015632,0.9950864670542097,0.9989293361884368,0.9904458598726115,0.9946695095948828,0.9933206417538779,933.0,1.0,3663.0,9.0,0.0002729257641921397,0.009554140127388535,0.9966708740555299,0.9984696455557719
3,0.02369965142578863,0.01411692867107298,26.246547041053418,0.9984802431610942,0.9962845010615711,1.0,0.9925690021231423,0.9962706446457112,0.9953272499301964,935.0,0.0,3664.0,7.0,0.0,0.0074309978768577496,0.9985170683737513,0.999504851240972
4,0.016917175234140713,0.013618621308335495,27.461861125018913,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9992073558961151,0.9997461964231079
5,0.015890785010071108,0.012023981353971674,28.80945087503642,0.9984802431610942,0.9962845010615711,1.0,0.9925690021231423,0.9962706446457112,0.9953272499301964,935.0,0.0,3664.0,7.0,0.0,0.0074309978768577496,0.999478495641624,0.9998166008399856
6,0.015798187188091586,0.012730720487540112,28.740714042040054,0.9980460269214069,0.996011575297379,0.9978655282817502,0.9925690021231423,0.9952102182011708,0.9939884542972609,935.0,2.0,3662.0,7.0,0.0005458515283842794,0.0074309978768577496,0.9996532213683328,0.9998757057825494
7,0.00947296318619664,0.0070545045286700084,26.35144575004233,0.9991315675206253,0.9990598257910791,0.996822033898305,0.9989384288747346,0.9978791092258749,0.9973339961203086,941.0,3.0,3661.0,1.0,0.0008187772925764192,0.0010615711252653928,0.9998712646956301,0.999962335085621
8,0.00722555910871498,0.005112621539694557,26.520162666973192,0.9993486756404689,0.9991962886731751,0.9978791092258749,0.9989384288747346,0.9984084880636604,0.9979992656780488,941.0,2.0,3662.0,1.0,0.0005458515283842794,0.0010615711252653928,0.9998600878609096,0.9999585685941832
9,0.009611762981875986,0.0030091108331279657,26.595262499991804,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9998836084588556,0.9999663913071695
10,0.005567740360723213,0.003471123797447379,26.611318417009898,0.9995657837603127,0.9993327515552712,0.9989384288747346,0.9989384288747346,0.9989384288747346,0.9986655031105425,941.0,1.0,3663.0,1.0,0.0002729257641921397,0.0010615711252653928,0.999893538712366,0.9999695783383862
