epoch,train_loss,val_loss,epoch_seconds,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_mcc,val_tp,val_fp,val_tn,val_fn,val_false_positive_rate,val_false_negative_rate,val_pr_auc,val_roc_auc
1,0.33755415878135614,0.014346165977429746,177.70644570799777,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9955107885195169,0.9960980597353952
2,0.020188881551568442,0.012468556903728903,179.69549370900495,0.9982631350412505,0.9957537154989384,1.0,0.9915074309978769,0.9957356076759062,0.9946593809387134,934.0,0.0,3664.0,8.0,0.0,0.008492569002123142,0.9994392546615672,0.9998415176294978
3,0.016026034601365757,0.005872644851537429,176.44806191700627,0.9991315675206253,0.9986655031105425,0.9978768577494692,0.9978768577494692,0.9978768577494692,0.997331006221085,940.0,2.0,3662.0,2.0,0.0005458515283842794,0.0021231422505307855,0.9999811094777438,0.9999950745881196
4,0.006909226075521294,0.006763633725480462,178.964301333006,0.9989144594007816,0.9993176855895196,0.9947201689545935,1.0,0.9973530968766543,0.9966758475769577,942.0,5.0,3659.0,0.0,0.0013646288209606986,0.0,0.9999910179044135,0.9999976821591151
5,0.0023417804225638996,0.003827720177833527,177.68996816701838,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,1.0,0.9999999999999999
6,0.004190064334195398,0.0019930231409601112,178.04390033398522,0.9997828918801563,0.9994692144373674,1.0,0.9989384288747346,0.9994689325544344,0.9993327109775545,941.0,0.0,3664.0,1.0,0.0,0.0010615711252653928,0.9999988742617971,0.9999997102698894
7,0.0006511695108183387,0.003923689538769008,176.85992345798877,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,0.9999999999999999,1.0
8,0.00039342708332749596,0.004005254103675619,176.96840866701677,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,1.0,1.0
9,0.00016375229453639853,0.004037566371477161,177.27108866602066,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,1.0,1.0
10,0.00014966720692054822,0.0040521068441358755,185.42527474998496,0.9995657837603127,0.9989384288747346,1.0,0.9978768577494692,0.9989373007438895,0.9986653404923068,940.0,0.0,3664.0,2.0,0.0,0.0021231422505307855,1.0,1.0
